	youtube_id	comment	like_num
491	JosueVerduzco	56 02 imagine him saying that to america yikes not that many of us will die so don t worry about it	1
492	JoyEcstasy	majority of politians are corrupt  but the story of biden family crime are one of the top	0
493	Jrgs	biden	1
494	JuanADelgadoC	wawawiwa	0
495	JuanprogamerMendezcaratachea	theres people coming from mexico with their family and children and donald trump seperates them in the border  there hundreds of children that are looking for their parents and hundreds of parents looking for their children  theres bad people form mexico her and i think they need to deported but theres good peolpe also	0
496	JudyMorrow	why is the news not talking about joe and hunter    we need to pay attention to news station   fb  tweeter   why are they being silence	7
497	JuliusBrandt	what a great moderator  this was a real debate  civilized back and forth  that last guy was an absolute joke of a moderator	306
498	JustGamers	put pokimane and aoc on the stage	1
499	JustPrettyRed	lol    tea party  but best host  moderator  thank you madam  you did a great job in this debate	0
500	Justarandomguy	i ll like to vote for kanye west please	1
501	JustinJohnson	what if the silent majority is represented in the comments  i see at least 12 1 pro trump comments on a leftist show and it makes you wonder  welker was a better moderator than wallace  welker wouldn t ask follow ups to joe biden  she wasn t a great moderator  she was only great when compared to wallace	163
502	JustinM	americans don t panic  you mean we didn t go months without toilet paper or other necessities	0
503	JustinRogers	damn trump tore joe up     great job president trump	0
504	JustinWahl	biden is so full of paradoxes   he is going to solve global warming  within the next decade  and yet according to kamala harris  they stand  against aoc s green new deal   he would ve prevented the economy from  failing in 2020  and yet he would ve been more aggressive in the  pandemic quarantine measures   he claims to be against locking up drug  users  and yet his vp kamala harris was incredibly aggressive in locking  up marijuana users during her term as california attorney general   he  just employs magical thinking   so many of his actions or proposals are  directly contrary to what he says will happen under his administration	0
505	JustinWhite	joe is kinda old to be president huh   what do you women and men think	0
506	Jybgame	great debate  great moderator  great structure and rules  great for the american public	0
507	KMKTechnicalServicesLtd	biden   typical politician on his closing statement	18
508	KRAZY8	hey guys so my take away was that joe biden apparently lives in a basement and that donald trump doesnt have a preference between that basement and the white house        that s all in my humble opinion tho	0
509	KYColonel	burisma joe looks at his watch and silently prays    c mon god  help me get through this beat down	6
510	KadeeLacayo	why does he talk with his hands like that	3
511	KadenBahan	good thing there wasn t any kids this debate they all would ve been sniffed by joe biden	4
512	KaikkiKasvissa	dear reader   you are here   kilroy was here	0
513	KaitlinParker	in west texas we will remember mr  president  we will remember what joe said he would do to us  i have witnessed several busts in my life growing up in the permian basin    you will literally be killing hundreds of thousands of people by destroying our oil fields	0
514	KalenaSuarez	if we closed the entire country including stores for 2 weeks with nothing but medical and police  medical including ambulance and fire department  where even they are staying home except when needed we could get rid of covid  but the problem is  is america is a bunch of big babies that cares about what they want instead of what is needed	2
515	KamachiAkahito	i think we have to respond about that   please  and i will follow   thank you i appreciate that   so sweet	2
516	KaranBudhiraja	trump trump trump	0
517	KaraokeRebel	to change your vote  there is still time in most areas  following the final trump biden debate there is a flurry of people wanting to change their vote  here s some info    wisconsin  up to oct  31  pensylvania  michigan  new mexico  mississippi  minnasota  new york  connecticut  contact your city clerk  all others  there was no specific info  on the  black conservative patriot  video station therefore contacting your city clerk or other authority   sharing the info is called for urgently	0
518	KarlisStruve	1 15 40 is the best part	0
519	KartsAndCameras	the opening the country isnt about corona  its about freedom and the economy  freedom comes with a price and you have to pay it	7
520	Kastkle	2 21 19 ummm why did it cut out as soon as he brought this up	119
521	Kat	trump   the future is bright  things are going to get better   biden   things are awful  look how horrible everything is    it s almost like he doesn t really want to win	6
522	KateWiley	trump crushed him this time	0
523	KatelynMariee	it s all a show	1
524	KatelynsWorld	can you shout out our rlbms middle school	0
525	Katzuma	so uhh    when are you guys gonna cover the biden scandal	17
526	KaydenWilliams	for one biden literaly said if you vote for him he s going to raise taxes and there is rumors he wants to bring the consent to 4 which means a 67 year old could have sex with a 4 year old and not get in trouble and i dont usally believe in rumors but im not taking any changes and has biden really evan said anything good he going to be doing exept helping with health thats all	0
527	Keebstaleebs	actual debate starts at 38 30	0
528	KelbyGibson	rosanna pansino	0
529	KelvinW	from the comments  trump seem has much more supporters  looks like trump still can play usa for another 4 years	73
530	KenFeng	where is the laptop business  that is not a news	0
531	KennethSeniuk	trump has a point and i m black i m sick of the close down might as well risk it to get the biscuit   johnson and johnson the people who make shampoo and cleaning products are providing vaccines	35
532	KeonMason	i could tell you  he ain t the average joe	11
533	KerLoz	the aboriginal soup minimally offend because tractor technically jump before a ossified editorial  short  typical hospital	0
534	Kermes	i hope biden passes the children sniffing act	0
535	Kevin88	so democrats are pro war    and pro no action just all talk  listen to biden on healthy care 1 28 15 it will cost some money and will take 10 years do do it if he gets elected        yup i m not getting his vote trump is right democrats are all talk with no action	0
536	KevinBrown	simple analogy  if any country wants a certain man to become president like russia china north korea they want biden to be the president that means the other person trump is actually good for the us trump 2020	2
537	KevinSeegers	def trump won	0
538	KhalilLemons	i guess we need an alien invasion       changed they headbands and everything   what if the bad you did out weighted the good    oh wait   we need you  imagine it was real that don t sound like peace to me  i hope it s pay with peace this is so interesting world peace  remember when all the villages united in naruto and there was world peace    interesting a common enemy for earth to be at peace pangea country    i m glad donald and joe are running  that job seems difficult whole world world peace why my comments keep disappearing   world peace  whole world too long to get it right  you can always get it right what if there were no world borders  what does biden mean by you will pay    the sky is beautiful tonight anyways    that was just a fairy tale what would i say to people who didn t vote for me  everyone has the freedom to make there own choices according to the bible    are people born under criminals considered criminals by default  no matter the country you are a person    facts or false  is there such thing as country racism  imagine the whole world had one country    people   equal	3
539	KidaneTower	biden  americans don t panic  he panicked	7
540	KielNiccolai	biden	1
541	King0fRand0mness	i found this debate very refreshing  i was in the middle of my seat  i have nails  i got bored  it has been too long since i ve seen american politics this dull  sure it has some color  and the subjects are obviously of utmost importance  but it was a proper debate	0
542	KingEdison	so why don t anyone care about the people in north korea	0
543	KitTran	conman trump	1
544	KiwiKiller88	one gives responsibility to the people and let s them decide their future  the other tells them they are victims and the government will protect them  choose your path	11
545	KnowWhat	who else cant wait for this to be all over	491
546	KodyKozak	where s the gofundme to buy the moderator some drinks	7
547	KostadinKostadinov	good and bad is the reason why i behold this ball which is still growing now as we speak  after long await  this wave has been well expected  and you can see  to know  to understand what that little bit really means and how many are actually there and how they feel  and why  i have that right here now inside under my heard  it must be mortal  it has to die because how can such evil live much longer  it lingers and does not deserve to exist     you can breathe the hollow air today in most clean sky it has ever been the day before  tomorrow will be even more clean  because heaven has started to suck the darkness away and leave it into the lower ground     that way a grand mission was began 10 years ago  when the voices started to cry and the celebrations freezes  since then a devil lot of many has passed into my gulf just to now see that my ordinary field has turned into a mountain of history above    the rest want to stay  but they have to go  but no  no  stay  hey  hey go away  there is nothing on earth that  can surpass the importance of that  believe that  kisses	0
548	KozetaToto	edhe del ivanka trump  tori papberg president usa	0
549	KrakenForever	r i p joe  trump got to go to jail for murdering joe just now  biden got killed	16
550	KrisGeorge	the lying fly proximately untidy because nurse approximately bounce versus a funny interactive  chemical  zesty tabletop	0
551	KrisI	when is joe biden gonna be at least questioned by the media why can t the media do their jobs and find out what s going on in the scandal you have a decorated war veteran that is come out and sad that joe biden has been directly involved in illegal business activities and scumbag media won t even ask questions how does biden not even know the leader of north korea	9
552	L	biden has a lovely son	0
553	L1LPAYP1G	i m going to vote for the white guy	7
554	LA	yawn	0
555	LIBERTASetVERITAS	don t forget 10  for the big guy   burismagate	8
556	LORDChuss	trump 4 more years	0
557	LOUIED	hunter s laptop   joe s denials     the media s complicity china	0
558	LabaineFourqurean	biden like   let me check the time on this rolex  im killin  this lame	1
559	Lacloidi	why didn t sleepy joe go out to campaign and hide in the basement    poll said sleepy joe was leading it was incomprehensible	0
560	LameckRiwo	waiting for the american final presidential debate from kenya	0
561	LarryMoore	who built the cages joe   who ruined healthcare years ago joe   who is the big guy joe    joe didn t collect money from foreign interests  hunter did it and then passed it along   who was in office when the nsa was caught spying on americans   who made the crime bill joe    what have you done in the last 47 years joe    come on man   i am voting for more honest man   clintons  bushs  bidens   we do not need another criminal family running our country   trump 2020	0
562	LarryYoon	biden seems to copy exactly the way south korea dealt with covid	11
563	LauraS	i recommend watching at 1 5x speed	0
564	LaurenCreweBrown	finding it so funny how the us now has  the plague   that would be truly terrible actually  and surprising considering it occurred between 1346 1353  but i guess not so surprising when it s coming from the person who said spanish flu was occurring during ww2   he has done the most for ppl of colour in america other than maybe lincoln  guess he forgot everything lyndon b  johnson did during the civil rights movement   all the lies are truly exhausting	1
565	LaurenHood	ya ll  watch the 1 hour point of the video    like literally  this has nothing to do with how much money biden makes trump  he gets on my nerves	0
566	LaurissaM	seeing them laugh is so funny to me for no reason	39
567	LawrenceDeCosta	well  i did see a trump interview before where when he has no oppossition  he says things to justify his position but when faced wth a counter argument like from biden  the truth   trump really has met his match in the calm  intelligent and practical answers biden has to offer    game on	1
568	LedTrumpZeppelin	cnn  communists negativity network	2
569	LeeFranke	my daughter  a university student  and her friends have not received their ballots  they have been tracking and showed it has not been sent  she has been registered months ago  voter suppression  university student s ballot not sent  they should extend deadline of receiving ballots by mail	0
570	LeeGrainger	who built the cages  joe	0
571	LeePyper	bobulinski	18
572	Legend	i m not seeing where people are getting that joe won  from what i understand  he will indeed raise taxes  use force against people not wearing a mask in a park when there s no one around  however  i didn t like the answer of trump stating that the military will be rolling out vaccinations  that makes me think that the vaccine will in fact be mandatory  all and all  i m not happy with either outcome  i lean more towards trump based on this debate  he wasn t wrong about the blue states  they are crumbling and they are in bad shape  also  the fact that biden says that he doesn t have to give voters the answer to whether or not he s going to pack the court  personally  based on the democratic record specifically over the past few months  i really don t want a democratic court to rule this country  that s all i have to say about that  i m not saying i m voting trump or biden  i m just concerned about america and everyone who lives here  we all need to put this racism and bigotry aside  and unite like the americans we re supposed to strive to be  we all bleed the same blood when it comes down to it so why all of the aggression towards each other  when i see people killing each other based on the color of their skin alone  it s pitiful that we could stoop that low as a civilization  this needs to stop in order to move forward as the human race or we will divide and crumble into a shadow of what our society could have become as the last human in earth has the last thought of  why did it come to this  this is where we re heading  democrat  republican  it doesn t matter in the end when all our struggles were for not  the founding fathers of this country would be ashamed that we were making so much progress  only to back pedal our way to 50 years ago as racism  misogyny and misandry  and class warfare continues to become a bigger and bigger problem to the point where eventually we won t be able to communicate with each other  or accept each other for who we are  that s all i have to say about that	0
573	Leo	hunters hard drive from hell verified by the fbi to be authentic  you are a corrupt liar joe	25
574	LeoVogel	the cnn guy at the end is a real tool	1
575	LesleySears	biden has money laundering with his son in ukraine and china  there is actual proof  go watch fox and you decide  biden is on tape getting barisma prosecutor fired for a billion dollar loan of our tax dollars  three is tons of actual proof that cnn is hiding	0
576	LeticiaVeana	or beloved precisely if he has he s hands cut he become mute	0
577	LeviMemmaCherishingtheMemories	i m just embarrassed	0
578	Liam	he called him lincoln lmao go old man go	69
579	LiamBrown	cnn  fact check  proceeds to lie	19
580	LiamSgro	1 56 25 the moment biden s career ended i don t look at this in the way he does  blue states and red states  they re all the united states     look at the states that are having such a spike in coronavirus  they re the red states    uhhhhh ok joe lets admit this debate was so much better than the last	0
581	LibSerum	when watching cnn discussing political stories  watch how often they will reference  unnamed sources  or  unanimous sources   once you notice how frequently they come up  you ll understand why clown news network is so disrespected nationally  we see no evidence the count was legitimate because it was hidden  were they hiding their honesty    yes  there is credible evidence being discovered   wait and see  and by the way if by some  mathematically miraculous harris biden were to legitimately win  then congrats and see you in 2022	0
582	Libertyjack1	bunker don s feeling pretty brave now	4
583	LibraW	all i want to know is who builded the cages	0
584	LillyAnneT	did mark kelly az really dress up as hitler ln high school	0
585	LiveAndInspired	biden   the idea that he can talk to me about social security and medicare      i ve been on social security for 20 years  so has he	89
586	Lonzo	im watching this and all but when they get those side angles of donald fr who thinks trump needs a diet  not to be rood	3
587	LoveSong	racist joe biden rants on video	0
588	LtDan1969	joe biden  we had a good relationship with hitler before he invaded  and we had a good relationship with japan  right up to the first bombshell dropped on pearl harbor  is this the man you want to negotiate with russia  iran  china  and north korea  joe biden plans to take away your health care from your employer paid plan and make it a government run plan  that s the 120 000 000 people trump was talking about losing their health care  in other words socialism	25
589	LuciLFeRTw	biden also said he was going to cut veterans  social security  and health care years ago    search on youtube for it and go to the donald trump twitter and confirm it by yourself	0
590	LucianaVimentani	with donald j  trump for work  freedom and peace   trump   pence 2020	4
591	Lucidtruthbeborn	did biden and his wife kiss with masks on at the end  lol wtf	0
592	LuciusKiirus	biden killed his chances last night  raising taxes and promising to destroy the oil industry does not make people excited to vote for you  those are the things nightmares are made of when millions of people are out of work	0
593	LucyMCee	the big angel of life filled with promises	0
594	LuisAguilar	57 55 well i guess he just reckon who is going to have the decision in his hands    he knows he wont be there   joe you can let this happen	0
595	LuisSantos	such a moment in time to live	2
596	LukKotra	im watching closely all of this  from europe  you all want biden to win and i hope it will end that way  but    what will happen if trump wins	0
597	LukeBridges	that was in incredible   do ppl actually think biden can conduct himself negotiate optimal agreements on the world stage   trump owned biden	0
598	LukeNicholas	stop watching fake news and get a life	0
599	LukeTexter	what s the point of this   americans knew who they voted anyway	0
600	LuoGon	cnn is very biased man  because first they be like   trump did nt set himself on fire like last debate  although he did lie like a pinocchio    followed by   joe did very well tonight  didnt say nothing that could get him critizised      come on man you see what is beeing done here right	43
601	LuongNguyen	obamacare is bad  so mr  biden now introduces bidencare  what did he do during his political career life    therefore  i will keep president trump for 4 more years because he did what he promises  he wants to change obamacare as veteranscare  make it better	1
602	LyniseWalton	who is really going to run and represent our country the best	0
603	LynnJacobs	pres  trump to vp biden  i will spend more time in prison than you have spent in congress	0
604	MD	will biden introduce lockdowns like ireland   6 weeks not allowed to leave our homes	1
605	MModack	the lady is absolutely brilliant in running this debate   so precise   so accurate in giving both a fair chance   just awesomely brilliant   congratualations	6
606	MSmithy	cnn does not even tell the biggest story in years  an active fbi investigation with eye witness testimony  phone records  emails  texts  finacial documents and corroboration  yet no story  cnn is not journalism  propaganda to control you  those that want truth wake up  those that want to hear what they want to hear  continue watching cnn	0
607	Madein1992	would ve been  better with the baby heads	0
608	Maggie	joe really said  all you teachers out there  not that many of you are gonna die so don t worry about it   wowwwww what a dumb comment	9
609	MagnificentSKYScrapers	no one  literally no one  roddy rich  im a 2020 president candidate	93
610	ManhaMahera	presidential debate in a nutshell	0
611	Maoulida98	so who won the debate	0
612	MarcusOhman	why aren t they just muting the microphones like they said they would  i don t understand it  that was the major add on that they were going to use to solve the issues from the last debate	0
613	MarcusWalton	is that a type writer in the back ground   how often do tu vou  see one of those	0
614	MariaGomez	trump said he will come up with something to replace obamacare  so much for announcing releasing it soon	133
615	MariaTahoumi	that came from china	2
616	MarioHernandez	when the pharisees sought to discredit jesus christ saying he was crazy and had a demon  he warned them that the blasphemy against the holy spirit constitutes an eternal sin  i  after been tortured for 16 years  do the same	0
617	MarioSalgado	i was caught and released    for over 6 years i have been going back to court twice a year and will keep going to court as many times as i have to because i am grateful that because of catch and release i have been able to be a part of my sons life and have been able to be with my family     sorry for having a low iq	5
618	MarkAdams	god please have mercy on all the souls that listen to cnn	8
619	MarkDelfino	is trump s hair photo video shopped  it looks that way  it s so distracting   but it may be worse to see the parting of the orange sea   hahaa	1
620	MarkJordan	don  hat off to you for being able to stand there and tolerate such garbage sor so long  biden is nowhere near a viable candidate for the real job that needs doing    can someone explain to me how masks help when an covid bacteria is several hundred times smaller than an oxygen molecule  ps please block searches for this so that people cant verify this for themselves  you must stop freedom of speech and control us  shills  i vote cris for president of the msm media shill club	3
621	MarkoDjordjevic	t r u m p    2 0 2 0	0
622	MartinBrady	is jake making amends for going off the reservation last week with bedingfield  what a biased summary he offers  fake news	0
623	MartinHerrera	i like  mr  president you have 2 5 seconds to answer the question	72
624	MartinSzathmri	i want to vote for abraham lincoln	0
625	MarvelousTV	small loan of 3 and a half million dollars	0
626	MaryAnnOrdaniza	it s so unclear what joe trying to do here	0
627	MasterJaden	i started dying when joe biden called trump a  fella    i love how comment are on	148
628	Mastercam	biden   i dont believe in red or blue states we are the united states    yet its the red states where corona is breaking out  okay joe we get it you re biased move on	6
629	MatheusMagno	58 38 biden talks personally to god  1 03 33 biden plots his revenge	0
630	MatrixFortnite	51 43 that s  bull crap right there what biden just said i can give you about 300 000 videos of proof that he said that don t even start that crap biden	0
631	MattHickey	the laptop from hell is exposing the way dc has sold out the american people   it exposes not only biden but also the media  the fbi  the cia the ccp and it does not matter who win  this should be the catalyst that drains the swamp	0
632	MatteoCrossley	cnn comments and no ones shitting on trump    must ve had a good debate	0
633	MatthewKang	you made money from china    rebut   no  you made money from china    rebut   noo  you made money from china    rebut   nooo  you made money from china     rebut   noooo  you made money from china	40
634	MawliidMahamed	this tv is taked a project about vacin of coved19	0
635	Maximus	45 00 trump      we also have others we are working on very closely with other countries  in particular europe  our president ladies and gentlemen	3
636	MayChen	go  t to see biden s videos	0
637	McGannahanSkyjellyfetti	on my birthday	0
638	McGotEm	weird how biden didn t give like a single statistic the whole time	1
639	MeowBanana	trump  he lives in a basement     me   me too lmao	8
640	MicahOmoria	the only thing biden was able to do consistently  was remember to look at the camera oh i like the way biden answered the last question	80
641	MichaelDewitt	two thirds of states require you to show some form of identification before you re allowed to vote  learn more about states  voter id requirements  mail emailed be eligal in those states must be checked first not through mail	0
642	MichaelE	here my prediction   if  joe biden win the election  kamala harris will be swear in as 46th president	0
643	MichaelHart	what are you going to do about the virus  biden  i ll have a plan   i ll have a plan  but he hasn t 1 detail of one now i would think if your bucking for pres you would already have your plan  but he s gonna wait till he hopefully wins then try to pull one out of his ass  sounds like typical political empty promises to me  yea    can tell it s cnn alright  after it s over and biden took a pasting lets get everyone to talk him up and try to slap bandaids on	7
644	MichaelSmithWhite	who else is smoking weed currently	0
645	Michal	what did trump say to kristen welker at 2 12 02	0
646	MichelleTran	wait  the mic wasn t turned off as promised i can applaud the channel s choice to cut off the senator s last attempt to justify trump s nonsense  thank you  it s a much more mature debate compared to the first one  at least that was an improvement  despite a certain immaturity by an orange candidate    still kinda sad that the standard for such a huge event can be lowered to such a state	2
647	MickyMackenzie	americans don t panic  anyone else remember when we thought we were going into a 6 week pandemic and all of a sudden nobody could find toiletpaper  sanitizer or poultry    i m pretty sure some people panicked guys	244
648	MidnightSon	she seemed to be a bit more invasive with trump but she was fair for the most part	166
649	MiguelAldapa	obama  the whitest black guy in america   2 955  880 mexicans deported during obama s administration  the biggest in history  why biden didn t do anything to stop it	0
650	MiguelTheMovieEncylopedia	did donald trump actually compare himself to abraham lincoln in regards to his contributions to the black community  is this a joke	1
651	MihaiMatei	america  what have you become	0
652	MihoNoguchiBILINGUALMCJP	oh  my god	1
653	Mike	seriously  biden is senile  wtf are we doing here      i m sry cnn people   trump will win   please get over it	0
654	MikeArtell	biden obviously lied about never accepting money from a foreign government claiming it s nothing more than a russian collusion when in fact they ve already proven the laptop definitely without a doubt belonged to hunter biden any information on it is quite accurate  then vice president joe biden was selling his influence to the highest bidder	7
655	MikeDuarte	im surprised comments are on	0
656	MikeEb9	1 39 05 who did  he sure didn t answer that    56 50  and i don t look at this as blue states and red states  i see the united states   mentions red states a sentence later	32
657	MikeG	when is joe rogan going to be the moderator	2
658	MikeRivas	1 08 30 trump  i ve prepaid millions upon millions of dollars  i prepaid my taxes  it s called prepaying taxes  it s worst than paying taxes     so  here s an example of prepaying  when you buy a home and keep an escrow account for taxes and insurance you re prepaying taxes  if you ve paid more than your fair share when those taxes are due you get a nice check in the mailbox  if you ve paid less than your fair share you have to cut the irs a check    it happens skip to 38 30  the first 38 minutes is a waist of time	12
659	MikeSzabo	trump 2020  he has done a lot to help this country if you look into it  the whole covid thing would have been a struggle with any president  the mask doesn t seem to help with the common cold at my work so think it s a waste of time for covid but makes it look like we are trying  president trump has been a good president and can t beat those gas prices for the past 4 years haha	1
660	MinMin	some chinese netizens watched the popular video of president trump going along the streets in ohio and said   why are the roads so broken   many cities in the united states do lack infrastructure  the leftist democrats and republican establishments waste money in three areas  1 spread money and high welfare  obama has been in power for eight years  and the number of welfare recipients has increased to 50 million  an average of one in every six americans   welfare   if the government wants to spend a lot of money  people will naturally take advantage of the loopholes  2  foreign aid will spend a lot of money  the annual foreign aid of the united states is astronomical  obama gave pakistan 1 billion u s  dollars  where bin laden was harboured   and returned palestine with 70 million u s  dollars when he left office  hamas bought grenade to attack israel   3  spend 50 billion in afghanistan every year  it has been 19 years since the afghan war  why does the united states have to contract the roads  bridges and economy of this country  so trump is completely right to withdraw his troops   only if trump is re elected will he continue to change these  writer  cao changqing	1
661	MinaRezk	joe biden was lying the whole time	2
662	MindFlayer03	i feel sorry for the moderater	4
663	MistahBeety	they wanna knock down buildings and build new buildings with     cute voice      liiiiiitly tiiiiiiny small windows    the laptop is russia  russia  russia     pouty face	202
664	MoKhan	giant douche vs turd sandwich	0
665	MontyBerry	looks like trump about to win florida	0
666	MorninTripper	on trump vs biden    i m a professional athlete and i ve been one for most of my life so i ve always seen things through a sports lens   that makes donald trump our head coach and before the global pandemic we were winning super bowls  and when you re winning super bowls  you don t fire the coach   doesn t matter if you don t like the plays he runs  the players he puts on the field  or what he puts on twitter   you sure don t replace him for another coach that s been in the business for 47 years at every level and never won a f   ing game      jorge masvidal oct2020	6
667	MotivatedMatthew	taxes are still old school  taxes used to be used to make the king rich   taxes should be used not to pay politicians until they are filthy rich  they should be going to medical help and education and things that keep americans alive and progressing   i should also be able to pick what my taxes go to  like a checklist every year when i do them   if something goes under that taxes pay then it isnt important to americans   i dont like giving money and people do dumb shit with it or pay a corrupt politician  meanwhile  i can go to jail if im not paying them	0
668	MountainChief	native americans for trump 2020	0
669	MrBojangles	americans don t panic   joe biden   fact check  toilet paper crisis   panic	54
670	MrDMc	biden is hoping being president will buy him 4 years of freedom from prosecution	5
671	MrFluffy696969	it d be cool if they did this on zoom and actually discussed their policies together and talked about something in the middle and the advantages of both  instead of both just agrandizing their plans  biden doesnt even have an n95 mask	0
672	MrLBDude	but apparently there is no reason to talk about tony bobulinski  please explain	0
673	MrMe	the whole debate former vice president biden was some perilous weatherman churning out stats for who was or wasnt  going to make it another year and it really came off as sad and desperate   when you see movies which depict america as some desolate wasteland  you wonder how that could happen  it makes you think of the unleashed villains allowed to destroy entire cities and parts of states under the banner of false narratives    why would anyone continue to partner with the insane to enact more fantasy league laws and premises with the end goal of attempting to dupe is out of our freedom	0
674	MrMo	can you please report on the biden corruption as explained by intelligence agent tony bobulinski  let s talk about the biden family corruption  i will not vote for biden until this is resolved in my mind	3
675	MrOrange	trump  why didn t you do it in the 8 years   biden  the answer should have been  covid s only been around since january when you lied   did you not take your meds	0
676	MrXeCute	from the eu  two upperclass elders trying to convince 285 000 000 less fortunate people    they are talking about closing and opening bank accounts  like millions of others       be honest  they are not the people to lead the us	0
677	MrioMR	hunter	2
678	MugakaMurakumo	obama and biden   they speak eloquently  smile charmingly  are diplomatic  don t really attack with personal insults  and they state they re for us minorities  biden played despacito for us latinos and hip hop rap for the blacks during some of his speeches  obama appeared on tv shows and talk shows during his presidency to show he s such a great guy to hang out with and that seems to be enough for people to vote for these people   shiny object syndrome	0
679	Mxrphine	how does one not trust science	46
680	MylaPokemonForever	guys and gals we have to get rid of cnn or america is doomed  its really that simple	1
681	NADIARAICH	walking and chewing gum at the same time	0
682	NADNIJ	hunter biden emails are 100  real  its impossible such amount of fakes in great detail and accuracy  multiple witnesses and souces already confirmed that  shame on the so called big medias nbc cnn nytimes etc   fb and twitter trying to ignore and block the contents  they are no journalism ethics or credibility   the reason they are doing it is because they dislike trump and want biden to win	0
683	NH	debates starts at 38 30	37
684	NKiel	52 minutes into the video  debate seems better	0
685	NO	wait i thought this was the final debate  i swear this is the first one  no  i swear i m hearing word for word the exact same thing	0
686	NachoMuchacho	dang i just wanted to see the fly but he didn t show up	4
687	Nanashi	i m astonished  no interruptions  well done	5
688	NaomiBoitor	i was on craig s list today and one of the things in the sale area said   i m a single mother of a 16 year old son and we are hungry  i m not asking for money as i m being paid next friday but i don t make enough to keep us fed well  any food helps   that s the stuff trump is trying to aid and democrats are playing a power struggle game with people s lives  why	1
689	NatashaAtsatt	once again political propaganda from the left about corona	0
690	NatashaLeCuyer	where s all the savage memes on social media  joe said  come on   like 50 times  way to be taken seriously bro	7
691	NathanBrock	criminal network  go ahead and censor my speech you demon	0
692	NathanGawronsky	be joe biden  did i just accidentally say  particularly cocaine  instead of marijuana  heheh   it s okay  no one will report that anyway	86
693	NeilFurtado	bidens face after every word he says is the most fun i ve had this year	4
694	NeoonEOneenO	from malaysia      good luck for all us citizen   choose yours commander in chief   potus wisely   ours global nation daring at y all now   god bless world  god bless america and malaysia too	0
695	NewazIBAJU	i listen the whole debate just to learn englisg  how many of you had this intention  i need english language partners   is there anyone pls	70
696	NgLianchuan	hong leong bank       malaysia dijamin oleh kerajaan	2
697	NichelleGaither	i thought they were suppoae to mute the mics if they go over their time	0
698	NickMancuso	wow this moderator was great saw less bias and she controlled the debate	19
699	NickW	joe is so doom and gloom  i m a democrat but i ll never vote joe biden	0
700	NickiK	trump 2020   i really wish she would call him biden not vp   he s not vp   americans do panic   let s not forget the toilet paper and hand sanitizer shortage  i worked retail and i can say americans do panic	0
701	NickolasAdaza	joe biden has a nice cut g	0
702	NicolasChamoux	abe lincoln won the debate hands down	0
703	NicolasMonetta	these guys accusing each other and defending themselves of such accusations is 90  of the debate  no one could care less  if there is foul play and or they are doing anything illegal  it should be properly investigated  the debate should be over the strengths they can bring to the country as potus  and the policies they are looking to bring into fruition	62
704	Nigel	c mon man	18
705	NightBlues	mute him now arrest him criminal trump	0
706	Nikiforos	ok why the song at the start kinda bop tho	0
707	NolanEmerson	did anybody see that gitch at 1 52 36  dispute his talk about money  we ll make that back with tax	0
708	Noob7t5	ballistic missiles	1
709	NotJustAPastor	i support blm strongly which stands for bidens laptop matters    trump 2020	0
710	NytLegend	these are two tired old man  30 min wait on a rerun  seriously	3
711	OhBoy	who do y all have winning this debate	0
712	OldSwani	who built the cages joe	262
713	OllySavio	this debate saved me on this months netflix entertainment	295
714	OminousWatch	trump 2020  trump 2020	0
715	OpokuAgyemansJoseph	star wars battlefront 2	0
716	OrdinaryClass	get lost trump get lost	0
717	OscarVintvall	this debate was much better than the last one	0
718	OxanaBixler	pelosi was dancing on the streets of china town in sf	155
719	PCCYXWPETER	joe biden if you are  innocent    you should explain what all the emails and photos all about    and also take some legal action against    new york post      otherwise you are a liar not just always run away	8
720	PKFDLive	just here to figure out how things went with the mute button	57
721	PKOENT125	don t panic   i still can t find lysol 8 months later	20
722	PMan1994	donald biden 2020	0
723	PaigeAnderson	this is not entertainment  there are lives at stake  i know that no one listens to youtube comments  but if you re on the fence or planning on voting for trump  please please reconsider  for all the ways he is appealing he and his administration are doubly dangerous  they are killing people everyday  this is real	0
724	Paking	oh gee  thank goodness  56 00	0
725	PamulaNeel	the soft pea clinically tap because south america emphatically reproduce with a raspy star  old  succinct rain	0
726	PapaGoose	it is so hard to try to reason with biden when most of his campaign is how hes not trump  yea its a good plan to an extent but as soon as someone asks what his plan is you can tell he s not certain on what hes even gonna do did anybody else sense a bit of bias during the discussion before the debate started or am i just more pro trump than i realize	0
727	ParagonInnovations	donald   he s been in government for forty seven years  trump	27
728	PascalBugnon	i am wondering how the american people find these debates useful  there is absolutely no information about the political agenda of a candidate and how they want to improve the united states with 328 million citizens	1
729	PatKing	saying am  the least racist in this room  does not mean you are not racist	26
