,youtube_id,comment,like_num
1135,GlenParrell,the world is starting over democrats   republicans  need to come to come as 1 two heads are better than 1 but that we ll never happen,0
1136,GlennG,biden  democratic party  represents the worst of the latin american left,0
1137,GlennKim,in     dust     tree              don  t ever have to hear him say that again,1
1138,GloriaCampbell,everyone bites for trump because  bid on cant do anything without senete and crongsman and the ones above them either trump cant be all at fault when others don t pass it so how is it his fault,0
1139,GloriaGonzalez,trump lies to muchoooooo  biden unites people  but not homosexuals  donald has his time on the throne  the lord removed  him,2
1140,GlowuporShutupLove,biden crushed trump on this one,0
1141,GoJim,i want to hope that biden says i promised myself and you americans that i will keep up with my mouth,54
1142,GohanDaily,59 59 00,0
1143,Gojangojana,president trump   won the presidential debate 80 to 20  for biden    media    internet giants  deep state  congress   all ware agasinst trump and he wan with all,1
1144,GokulPereaKihiem,lies from biden and the establisment paid  from china,0
1145,GonnieQua,both of them are so smart    just work together for the benefits of all americans,0
1146,GonzalezGonzalez,biden will win yes,0
1147,GoodBYEDonaldTrump,biden is in complete alliance with the entity aggressively pursuing one world government  bush sr   along with jr   clinton  and obama  have been in complete alliance as well  bush sr  speech on  new world order  is blatant truth of the direct alliance and association to the entity for nwo  bush says        and when we succeed       and we will         we will have a real chance at this new world order     blah blah blah   the fact of the matter is        the citizens of america and the world never heard about the concept for nwo before that speech  this is obvious truth that the citizens were not the ones going to their government officials and wanting a new world order        so        what in the world is the president of the united states coming up with and aggressively pursuing one world government agenda if it is not coming from the people     i will tell you where       from the elite     that s where  trump has been aggressively pursued with regard to removing him from the presidency      trump is not in the alliance  trump will not implement the all important executive orders in place by the previous presidency to transform the usa into a one world government participant at the time of the deliberate collapse of the usd and worlds financial system  this is why they have not collapsed the dollar even though everything is set with all the preparation of 200  fema camps etc  etc   etc  etc   they are ready but trump is in the way  biden is in complete alliance  if he wins  he wont      people are wising up  the collapse will occur and he will implement draconian eo s to literally destroy all that holds america apart from the rest of the world  keep in mind      what is going on in america is not about america       it is about the total high jacking of planet earth  do you think covid is about sickness          it is not       it is about the preliminary collapse of the middle collapse financially prior to the  big one   research  particularly read the eo s    my knowledge is extensive and accurate,0
1148,GordTanberg,what are we 5     no one can think for their selves  praying for you divided states  praying hard,0
1149,GordonNewnam,donald trump has a it s china s fault that they bring the virus,5
1150,GraceEdwards,trump said he was given something and it works with a few days   he was given  something therapeutic and got better   why did he not helped his citizens to get the same treatment   trump is a direct  fool     pass the blame trump,0
1151,GracieValvano,biden it s not trump s fault that people are dying i hope trump wins you can go work at mcdonald s,0
1152,GrandPrincess,omg       tax about how lavishly that biden lives   just one of trumps properties is a golden shrine to trump   trump tower  along with massive amounts of other homes  that most people in the world could never live like  old but still true    people in glass houses don t throw stones   and how many times his trump filed bankruptcy on billions of dollars of failed businesses  realestate and more  nobody has od usa as much as trump owes,0
1153,GrandS,trump pr  sident r    lu eradiquera l   tat profond je l esp  re fort trump,1
1154,GrandmaHelenAdventures,terrible  terrible news station   and wallace is particularly douchy in the debate  pandering to pathetic biden   all of this is such a sham   you people obviously have no shame   hang your head  nbc   you re toast,0
1155,Grandpa,general isation reporting for duty,0
1156,GrantShuster,in     dust     tree              don  t ever have to hear him say that again  trump whined and lied through this whole debate  much easier to watch now that he is outta here,13
1157,GraveyardTV,joe biden will say goodbye to pennsylvania and texas with that oil industry statement,1
1158,GreatOne,having rewatched this debate i ve got say trump brought a butter knife to a machete fight  definitely a clear winner   but nothing said that i ll remember as fondly as  if this clown will shut up     will you shut up man,40
1159,GreenBeans,when you see the air accordion   you know he s lieing,12
1160,GregEdmonds,long commentary  long video    at amazon        please stay safe  t,15
1161,GregoryHolmes,dear god  you d have to be a legally braindead moron  to vote for trump now,0
1162,GregoryJackson,amen joe   everything trump touch and does he destroys it     lololololololol,0
1163,GreneSchaitMaleko,stop this rubbish  you your trying to make people panic novalis they will give you half of the money your helping them to sell there drags,0
1164,GrizzlyOG,lol that intro  nbc is so biased  why do people watch this rubbish  i dont like watching severely biased news at all  no matter the leaning,11
1165,Grrizz,nbc stinky,2
1166,GuidesandRangers,wow,0
1167,Guitarman45,all he does is deflect he is a f clown and he needs to be voted out,0
1168,GulnazShubina,yo the russian bots are popping off,8
1169,GunOnGun,atleast both of them mentioned me,0
1170,Gus,walker do it well   i would personally do the 2 hour discussions  so you can talk more about the topics,25
1171,GuyChow,if trump took this so called  miracle  drug then why not tell the world what it is so others could benefit from it  biden 2020,61
1172,GuyMichel,think about this   all the schools in chicago  california  and other democratic states all have money  they  received and borrowed    why hasn t that helped teachers  school supplies and all this stuff they are saying about the money they would use to help  years of time to help  politicians mouths move but their actions speaks louder than words  the anti christ agenda is moving more than what they preach,0
1173,GwendaPage,biden sometimes looks at trump incredulously  like  wtf is wrong with that guy,3
1174,HB,if biden wins and people still die from covid  whose fault will it be then  all i hear is about the deaths in the us  yet uk and other countries cases are so severe they re doing a mandatory lockdown now   i m just so confused,0
1175,HBc,trump wins  trump wins  trump wins  economy goes up    no shut down economy,0
1176,HEARTOFAWARRIOR,worst virus than covid 19 is this two lol,0
1177,HELLO,this debate was a success,0
1178,HG,in trump we trust        in trump we trust        in trump we trust        in trump we trust        in trump we trust        f  in trump we trust        in trump we trust        in trump we trust        i,25
1179,HGardman,i may be immune forever,0
1180,HHunter,blaaa    the numbers speak for themselves,0
1181,HITMANSL,joe is trying  got prasidant plase he has i think amarican need man like trump  im from sri lanka,2
1182,HML,trump won,2
1183,HSam97,trump might be garbage but bidens so fake he speaking facs like a 9  year old class prefect  he    cloned af demon   vote trump    and i am black,1
1184,HSh,in wisconsin and michigan there was a fake election  suddenly there were hundreds of thousands of votes one hundred per cent on biden which is not possible,0
1185,Hadassah,why does he do that thing with his hands republicans  why does he do that thing with his hands  obama left a lot of mess   he is a talkative guy nothing solves joe biden called trump abraham lincoln     most political leader  first they give promises and then have backfires  she was a good moderator  i have to admit,291
1186,HaidynHenderson,trump 2020,0
1187,HaileeOctavio,let s go biden let s go let s go biden let s go let s go biden let s go let s go biden let s go,0
1188,HairFlick,trump is such a liar  its all about him,0
1189,HallieZhao,america is so controversial that even people from other countries are watching the debates,0
1190,HambaAllah,trump is a lie he lie so much man omg,0
1191,Hambone4815,out of the two of them i pick joe biden we have to have a change from the last 4 years            go trump goo trump love from croatia                                 facebook is using people comments to use as bidens answers everything i post on twitter or facebook  they block the conservative voice  and use our powerful voices in there campaign  this is sick,0
1192,Hamidzafari,i understand little english   but they are very funny,0
1193,HammyTheHamster,trump won this debate  biden was caught in so many lies    smh what a pos    trump 2020 only way to save our ccountry,2
1194,HanBouja,chuck and peter are filled with hatres and lies   why doesn  t nbc use the real journalists,3
1195,HandokoHandriawan,trump,0
1196,HannahFisher,mr trump u have my vote raymond chetram god has put it on my   heart,1
1197,HannahPrice,i want trump to stay,0
1198,HanniStonebridge,wow   you will love to see  this   https   youtu be vqcqed3av8u,0
1199,HansChristianLarsen,verbal diarrhea at 2 23 44,0
1200,HaoNamTrn,no doctor said no wear mask  stop liar,0
1201,HappySoul,i want donald trump to go i cannot stand this man his lies i m just so sick of it he has not sent a check if you guys do not vote this man out he s going to turn this world upside down he only care about his benefits not the people in america he s a liar and he s a narcissist so i m asked you guys if y all have common sense do not vote this man and his name is donald trump,0
1202,HappyfaceFlipper,you can easily sense dump trump  why  so fake and not real  trump sounds soo dump here  lets go biden  please spread love not hate  trump is famous for creating hatred whereas biden for country and for people,6
1203,Happyphilzaminecraft,if trump wins i  m going to jump out of my apartment,0
1204,Hard2TheCoreForLife,who built the cages joe   why did you say  you never said you were against fraking  when everyone can search joe straight up lying  he lied and said the dni said it was disinformation when in fact the director of dni ratcliffe in an interview said it is not disinformation,1
1205,HardwickDavisJr,ml,0
1206,HaroldBettencourt,in     dust     tree              don  t ever have to hear him say that again  hope everyone had a happy halloween  what did you dress up as,2
1207,HaroldHart,joe biden       for xi jinping2020,6
1208,HarriMundone,i m the person who is watching this despite of being bangladeshi,2
1209,HarryFredrick,i was cured of genital herpes thanks to dr  asika s herbal medicine   you can contact him for more help   whatsapp him through this mobile  2347065795494 email drasika223 gmail com or his facebook page https   www facebook com dr asika home cure 361143524383684,0
1210,HarrySingh,this is literally me fighting with my brothers    this happened   not true,5
1211,HarveyWayne,dump trump,1
1212,HashimAwann,trump is a force of nature against the deep state,2
1213,HasimSahinovic,biden tnx for bosnian ppl,0
1214,HassanDable,its really only the presidents concern on a basic logistical level to affect the pandemic then such concerns are delegated to the respective agencies    which are quite capable in their fields so i don t buy it on either side,0
1215,HatimmHossien,don t believe joe biden he is a big liar he has no experience of what so ever he will lead us to a  edge of a clif joe biden is ah big satan don t believe him,0
1216,HauNguyen,all i have to say is listen to the people,1
1217,HaydenBrofrs,2 2 million expected to die 240k so far  oh but trump is just absolutely horrible right,0
1218,HaydenTarawa,enough s enough with drama and will also the debates better give me anything more than so are were intelligent more than painting americans were not smart and they have to play us like a guitar so in effect enough just get the elections going and down with this,1
1219,Hazel,55 15,0
1220,Hdewy,why is trump flexing his rank on joe biden lol,0
1221,HealtheWorld,trump had a speaker and his left ear look at the video,2
1222,HeartJardin,don  t blamed the the   president or all the leaders           is  all over around the world,3
1223,HeatherHughson,joe biden joe biden joe biden joe biden joe biden joe biden joe biden joe biden you have to win,0
1224,HeatherJames,do they know that you can  t even have a job to get medicaid  i couldn  t get it with a job,1
1225,HeatherSantell,dude it s all biden  i hate him let trump talk jesus they constantly cut trump off  i m neutral but jesus let a man respond  no offense biden makes no sense  he s sounds like my grandmother when she got dementia,0
1226,HeatherToy,does biden even know how much minimum wage is  why don  t they ask simple questions  make our decision easier,1
1227,HeavyBagWarrior,trump 2020,3
1228,HectorSalamanca,and once again at 1 24 40     buddy sounds like he has dementia you trumpies are such a joke i swear    trump supporters are a symbol of ignorant sheep who hear only what they want to hear instead of what  s real they will believe anything he says without a second thought  please tell me    how do trumps balls taste  i wish i could put reality and common sense in a syringe and inject you people with it anyone capable of complex thought hopped off the trump train months ago all that  s left are delusional fanatics that want to start a civil war good luck idiots have fun getting shot natural selection i guess we  ll be better off with less dumb people in this country,1
1229,HeidiJensenWarren,biden 2020,0
1230,HeidiMeng,online survey poll  like my comment for biden and dislike my comment for trump,1
1231,HeidyKatheryn,i thought trump will have the childish attitude but i was surprised to see that biden was who managed everything so unprofessional,0
1232,HeiuLa,biden got to stop blaming on trump  it  s easy to said then to be done  and people show follow then we will not have an outbreak,0
1233,HelpingPeople,this color blue vs red 0  they are crip vs blood 0,1
1234,HemantSharma,the audience here is not allowed to cheer or boo literally as soon as they walk in  cheers,5
1235,HendriRiko,shes reported to be the most bias media personality but she just at least gain back her credibility by acting as a moderator not as part of the debator in behalf of joe,0
1236,HenryPinckney,trump saying that he has done more for black people than lincoln is the most laughably delusional thing i ve heard  even by his standards,0
1237,HenryRambeau,people that had drugs in there possession the ones that got picked up by police no excuse they should not have had drugs no matter the cool0er of there skin,0
1238,HerSelf,what a load of bullshits trump was sharing,1
1239,HerewiniHape,not a debate  there was no real conversation  just a personal attack on humbug,1
1240,HessHermann,they are both wrong on so many issues  biden sounds senile    the other one sounds deranged,0
1241,HeyzelMunguia,biden corrupt,0
1242,Hhawk,biden  did a great  job,1
1243,HidinBiden,my brain hurts due to these comments  i felt like i already lost my braincells,1
1244,HildaGriffith,after listening for this whole conversation  i assume that money is the most biggest problem on earth,96
1245,HilosaErfam,it s funny that the us is so far behind everywhere else in terms of covid measures but trump thinks everything is as cool as a cucumber,13
1246,Hinalgoodyt,1 06 18 then why didn t you do it when you were the vice president  you are no saint mr biden,0
1247,HinataShoyo,i think biden is going to win,0
1248,HipHop,hunter biden laptop,0
1249,HiraAhmed,omg  donald does not understand that peoples lives are more important than money,4
1250,HiyCan,roses are red violets are blue if you give a like god will forgive you 0 22xx,0
1251,HllyenAylleth,biden passed a bill in 1994 that put more poor black people in jail             joe biden tax plan   california  62 6   new jersey 60   new york 58   new york city 62   imagine the other state how much he s going to take away from our pockets trickle down economics on taxes  if biden wins  the rich people are going to move and hide their money and poor people are going to be stuck paying it  the end     candence owens,22
1252,HoHoHo,now we know that the corona virus is not that dangers as we believed in the beginning,0
1253,HomaMonsef,my dog died 3 weeks ago my last family member died 3 days ago and i can t do anything but do a cremation for both i have to pay for in advanced before any services are offered im 29 im in another state different from where i grew up i sacrificed everything i had to pay as much as i could plus i m living in my suv now while on top of everything i don t have any friends i don t know anyone at all anymore i don t have any other family and i m gonna have a mental breakdown my dog dying destroyed me my last family member passing destroyed what was left i don t feel ok from this i m terrified now i ve never felt so alone and empty inside and this covid bs is not making it any easier i need a miracle,0
1254,HonaWikeepa,from a guy that says i dont wear a mask     fu,4
1255,HoneyB,this horrible disease that came from china  bruh ok we get it    thx for the likes pls support me on ig badbitchx o x if u support biden and tiktok pretty gyal fav if u support trump,128
1256,HoodpatrolStrains,illeagals walk down through canada after flying there idiots call it social medicare all u want    its free,10
1257,HopeProduction,he  didn t  have  it  he  lied,1
1258,HoratioBarnes,thank god     it s over now go vote,25
1259,HouseBaelish,what planet is joe biden on  the evidence dont lie  we have video of him saying this,1
1260,HowardHedrick,cases all over country where mail has been dumped setting there for someone else can come pick them up where they can now go to hide out locations to be filled out and then maid back in or droped off  there are harvesting going    intercepting mail mail carriers passing tubs of to an accomplice    to many ways to commit fraud with mail in ballots,0
1261,HoytisshaHarris,if you vote joe you will all have a joe job,1
1262,HuGYT,vote trump,0
1263,HudsonWhitaker,so we re just gonna ignore that trump is talking about using military force to give us vaccine  whyyy,0
1264,HueyTran,this horrible disease that came from china  bruh ok we get it,0
1265,HuldaSchoeman,trump triumph,0
1266,HumTum,support kashmir issue,0
1267,HumanityInterrupted,s w i n d l e,2
1268,HumanityRising,such bs biased questions  trump makes a lot of sense although when he talks about the military mass vaccinating the population  i would be running away,20
1269,HumbleDriver,trump attacking the   press         hunter  s emails are unverified  did you even try verifying them,1
1270,HungLe,joe biden is poised for a landslide victory   joe biden is us president,0
1271,HungNguyen,b iden2020            pres  trump handled himself with more dignity than his previous attempt  may the best man for america win and win fairly and honestly without the  push and shove  by the deep state elites or whatever you want to call them  and let us not forget that persuasive guiding hand of the media as they have such an influence and control on what is aired  truth be told   i had my many doubts about trump but after tonight my vote goes to him,6
1272,HunterGamer,this is pathetic  its the most pathetic thing ive ever seen  people talk to me who have seen this and they say its pathetic just the other day i spoke to this guy his friend who has a dog a big dog not a small dog but he said it was pathetic i get calls  calls from millions millions of people all of them a lot of them some of them know people who say its pathetic,51
1273,HusseinAbdisamed,this man wants to open everything but biden is right bc he wants to shut down which is better you can  t get the virus easily this man trump is addicted with his hands bruh put it down and talk like a normal human,0
1274,HusseinlIsmail,what is the best joe is the best tayayayayya,0
1275,HuyNguyen,joe has that cricket smile you can see it he smiles with the left side when he doesn t have anything to say about what trump says i mean president trump,0
1276,Hydross77,more lies from donald dump,0
1277,HyonmiSo,the american people as well as mrs trump deserves better mr trump please grow up and take accountability you were our worst president since the 1930s i was raised in the 90s in a mixed suburb community the confusion u tried to cause between races will stain your legacy brother biden will be our president  spoiler alert,2
1278,I,biden is empty  he is totally utterly unfit for the job  it  s embarrassing,0
1279,IDDEENVAULX,may god help americans this is scary watching from south africa  trump   stop the counting in pa   ga cause i m in the lead   also trump   don t stop the counting in nv   az cause i m behind,2
1280,IL,i am so tired of trump  i am exhausted  how anyone can continue to support him is beyond my imagination  how can any rational  normal person look at this country under his  presidency and think this is good   hey joe where you going with that doe in your hands,0
1281,IMSOFUTUR,trump had a inner chuckle when he mentioned operation warp speed,0
1282,IamCrackedBTW,haha trump is a lie he is the most racist person in the world he brought is covid 19 he told us to drink bleach and he didn t do nothin for the black community,0
1283,Iamlegend,1 28 45 trump coming through   lol biden walking right into it  kristen says why would you do that   lmaoooo  trump 2020,2
1284,Iamnaiya,they should have asked them about the kids  having mental health problems during the pandemic,5
1285,IanHolland,this is the first united states president that debates  like a baby,0
1286,Idobbinate,kristen welker did a fantastic job  she  s absolutely amazing,0
1287,Ij,2 59 12 republicans and democratics should be able to fight for there right thing in different ways not one party doubt the right things and the other doing the wrong thing we can  t be used against each other,31
1288,IkponwosapromisePromise,trump 2020,1
1289,Illiadmcswain,i can t   no matter how hard i try  i can t listen to this self aggrandizing moron   a nation embarrassment,0
1290,IlluminatiBrotherhood6,hello the illuminati is a secret society that strives to promote spiritual and moral values  it was founded under principles of love  justice  unity  peace  and relief  the illuminati bring together individuals of goodwill  irrespective of their differences and backgrounds  and ensure that these good men become better in the society  do you wish to be a member of the illuminati and become rich  famous  powerful and excel in life  kindly reply me on gmail  brotherhood illuminati122 gmail com,0
1291,IloveJesusShorpe,you are so wrong again  trump will win huge  dems will loose the house and  as well the  republicans will hold on to the senate  trump made his money screwing people over in the business world  biden made his in politics  biden cracked crack and no one cares same loudmouth trump and   salesman  lies and hand gestures  lots of people are persuaded by this type of demeanor,0
1292,ImOpinionated,trump is so superficial  all he does is spout campaign ground talking points  can not do any logical discussion     i am really sorry for his son baron  he does not look smart at all,0
1293,ImaPotatoUwU,trump   i m the least    youtube  ad pops up about elections  trump   racist person in this room   my mom    that s a lie    you liar,44
1294,ImaginariumReimaginingHomeGrownFood,america  joe biden will win the presidency  i dream about this last night if you don  t believe me  come back to my comment after november 3,0
1295,ImaniVaughn,lol   trump got it                biden isn  t gonna win,0
1296,ImehJohnson,i for one and rooting for donald trump and before anyone criticizes let me tell you why he indeed is keeping his promises i have seen the future of america through a foresight vision if joe biden takes power he will destroy america the economy will fight among itself for power and they will destroy each other unless he is willing to put the people and not just some races but all people first joe biden will destroy america this i have foreseen i may be disabled but i have had the gift of foresight for the longest time as an added result i know what s going to happen in the future if joe biden takes power i also know what will happen in the future if trump continues to be president trump will lead us through times of hardship america needs a strong leader like donald trump they do not need a person that says things to gain the favor of the people and then doesn t keep his word like joe biden the moment i saw the dude s face i could instantly tell he was only trying to attain power and lead america downhill vote for donald trump and a horrible future that welcome to pass will not happen that is my word of advice however it is the choice of the people if they re voting for joe biden then they just don t care anymore about the state of the world i apologize if my words are offensive to others but i speak the truth if one is too emotional to handle the truth then leave the voting to those who can handle it my id is expired right now if it were not i would vote for donald trump in an instant so even though i cannot vote he has my support join in making america great again vote for donald trump,0
1297,ImmortalSoFar,hoping that biden doesnt get in socialism aint it chief,4
1298,ImproudofmySelf21,wawww 4 8m viewers,0
1299,InWoo,nobody cares who failed    all we care is if you have a plan,1
1300,Inasmit,i think it  s funny that joe threw obama under the bus                  1,0
1301,IncognitoMode,me watching from canada     0,0
1302,Innerpeace,search tony bobulinski press conference     it is bigger than the debate    must see this if you were undecided,2
1303,Inor,biden is a balled face lier,2
1304,Intrige2,did god run out of lighting,0
1305,IrisAbernathy,regarding the pandemic   winter is coming    any got fans watching this   a great debate,1
1306,Irishoodlums71,trump the man simply the best   joe china what a swamp rat,0
1307,IrregularArtist,don  t forget that the first elected president of the democratic party was andrew jackson,1
1308,IrwingFerrioni,so sad for america  biden win the victory with money not with real votes,0
1309,Isa,come ooon,1
1310,IsaacBai,blden says any country who interfere our election will pay the price because they are effecting our country  my question is how about those who count ballots in state of georgia where they replace real ballot with new scam hidden ballot  what biden will do about it,0
1311,IsaacSapelino,actually  trump is right about solar energy,2
1312,IsabelMartinez,biden,0
1313,IsabelOrtega,united states  a country that is recognized as medicine and public health are the most prosperous in the world  and democratic model country  if ideas and guidelines under management   administrtion of mr  president donald trump is right today  the united states doesn t have   the highest number of covid 19 inflection and the highest number of deaths,1
1314,IsaiahDeLaCruz,trump says he doesn  t do business in china but ivanka  s fashion business has a shoe factory there  he says that no one has been tougher on russia and everyone knows the reality is the opposite of this  he said that the farmers are doing better because of his china policy  i don  t know about anyone else but they are killing our rice farmers and the seafood industry   he sard americans are making more money than ever before  let  s dollar cost average it  the middle class has shrunk since the 60s and the dollar went farther  and you can  t compare the track record of a vp to a president,19
1315,IsaiahSivero,trump will help trump2020,0
1316,IshaMageswaran,when trump was talking over biden i said to trump over the screen shut up trump its not like you are smart,6
1317,IshanKhatri,looking back the history  decmocrats and biden always say that china should  china should  but they have never done any powerful  efficient and effective acts to china  all the words are jokes    making every people laugh     trump              mic muted my ssa,20
1318,IshworGurung,,0
1319,IslaHartley,biden 2020,0
1320,IslamiyaMuslimi,i got to this comment section early so i could see a prelude to war,6
1321,IsraelCortez,hate how she keeps trying to over talk trump but not biden  obviously she s very bias,2
1322,IsraelSilva,that joe biden  isn t he the friend of china     open the eye america,0
1323,IsrealLogan,trump right  in some places  15 can be managed while in other places it will be a disaster for small businesses,1
1324,IsshmaelRichards,it s hilarious how they can get muted now cuz last time trump wouldn t stop talk ing,1
1325,Itay,a criminal belongs in jail  we cant support drugies  they need to know how to say no to what will ruin their lives  their families and the nation    so sell drugs   lots of money to be made  if busted tax payers will pay for my rehab    no no jb,1
1326,ItsNicole,trump  you re fired    biden2020,1
1327,ItsTreyMoney,joe biden he never did  in the power nothing in 48 years  now he he wanna do something             that  s strange,58
1328,ItsmeAnoop,watching from a different country hoping biden wins for the sake of the planet,3
1329,ItzDP,its not my fault china didn t go vegetarian so they wont start a pandemic,0
1330,ItzShadus,better vote for trump i know i am he is the only one that has his finger on what s going on  not to mention biden is in bed with china and russia look at his son made like 500 mill with the chinese and russia joe bidens son  what do you think is gonna happen if we change presidents in the middle of the epidemic and then change rules and go back to shutting down our economy again  look every question biden is asks he doesn t answer he is putting trump down never answering the mediators questions   biden will not be able to run the country  economy  and manager the epidemic at the same time  i m a independent and look at history of democratic policy its leaning more to socialism than freedom and american   he might be able to do 1 but not all 3 if he is elected or economy will crash and the epidemic will go even higher because biden will drop the ball  why does everyone think we do not have the epidemic relief it s because the democrats want to add more policies in the bill vs thinking of americans and people who need it  if biden cared they would of passed the economic stimulus relief plan again already trump said he would sign it as soon as is it hits his desk  always waiting on democrats for them to sneak or steal something in there,1
1331,IuweFaith,truph loss this interviw make him loss ellection because he lie always and cover up,0
1332,IvankaCarmonaSantiago,trump makes me sick without covid,0
1333,IvenRosas,jesus for life,2
1334,IvoJordan,they looking like top ranking blood and crips,0
1335,IvoryAcott,so why they both talking to the same people that s how he got the information right then neither one of them are trying to sit there and lock up any one of them if they re doing something illegal because it s off of us citizens loyal that s legal to they both should be locked up,0
1336,IyaniiBless,hahaha joe wow true people oh people china a true fear most high god in spirit and live dark dark win trump,3
1337,IzaqDur,donald duck  come to be the first lady of brazil  bolsonaro bozo loves you,0
1338,IzxaiahProd,trump    i am the least rascist person   lmaooo like my guy so you  re partially racist  not as racist  i  m confused,4
1339,IzzyDeAndrade,they had people from the us working in that chinese lab  i don t trust a vaccine that is quickly made  i believe more in taking safety precautions,473
1340,J,im on the left but i have to admit because it s fair  the moderator is completely biased here  if you deny it you are deaf  i will still always vote left but  if you are evolved and truly liberal you can admit when our side is biased or wrong   this isn t about party  it s about intelligence  clearly one of them was unhinged and living in another reality and if you don t know which is which  then it s specifically about your intelligence  so  trump is going to eliminate the ss tax  deplete the ss fund  and leave americans without their ss benefits  she is the best moderator,3
1341,J4nis05,im watching this at work and i have to kepp myself from laughter,0
1342,JA,biden is 100  a reptilian,0
1343,JACLYNJT,he literally just said it ll be over soon 4 minutes before lol,19
1344,JAHMUZIK,who are these guys,0
1345,JAIROl,this is a man bade virus base  china they made covid 19 and then released it to the world  what will be done based on the facts that we  people  know this virus never happened before    don  t lie to us  we deserve more,0
1346,JAMESKo,great job mr  president donald trump thanks alot,0
1347,JAVEN,hate black moderator,0
1348,JAYEF,it was like watching two fibbing old dudes streetfighting in the neighborhood of ny,48
1349,JAYThe,is it me or does it seem like trump keeps getting interrupted every time he has a point,33
1350,JC,my vote to trump after this debate  fact check  sorry joe biden and nbc your misinformation campaign is wrong  in regards to children being separated at the border and not being reunited with their parents    which did start under the obama biden administration   anyone  including news outlets desiring to know the truth  if they check with homeland security they would find that the parents have been contacted and the parents have refused to take their kids back  instead wanting to leave them in america,19
1351,JCFireman,i wish my jawline looked like hers,1
1352,JCIglesias,trump is a huge criminal racist lier   he put in risk our health in order to care out his political campaign trump does not deserve to live,0
1353,JD69Han,trump is an absolute worst president in us history  he is clown  embarrassing americans  it is the biggest shame  vote him out everyone,4
1354,JDelaney,biden can t answer thev1st question      hes a joke,0
1355,JESUSMATTERS,bye   bye  biden      yes  to  trump  oil  and  gas and cheap  gasoline   trump 2020 trump  2020 trump just getting cut off over and over and that   moderator  giving joe extra time to talk to respond at every question  trump 2020,38
1356,JH,i  m w trump nobody fault in america we want our life back    w or w out covid 19 why was loser kid rock there  what a insult to the american people,3
1357,JINSTERPEACE,inside sources have informed me that trump will be president for at least 4 more years   let that sink in nbc cannot even try to hide their bias  total shame to journalism  i m  hoping it s not mandatory to take the vaccine  if that happens  free will goes out the window and in come dictatorship  that concern has a  do what i say and not what i do mentality  wearing a mask doesn t protect people from a virus  the recovery rate is pretty high i hear too  also people dying is nothing new  people have died from the flu  plane crashes  monoxide  natural death no one reports how many people point that out  life is not permanent  we will all die  i m white privileged along with many other white privileged children and i was taught by parents  teachers  police officers  fire fighters  etc   to  put our hand on the steering wheel and don t reach around in the car  so quit lying joe,3
1358,JJ,wait   the military will distribute the vaccine  sounds like its going to be forced on us and biden is shutting the country down  nwo,5
1359,JJGamerYT,i take full responsibilities   later     its not my fault  its china s,233
1360,JJNguyen,kinda remember trump calling the virus fake  a hoax  fictitious laughing about it as people were dying   i dont think thats presidential material at all,9
1361,JJsArtchannel,everyone for the election joe biden or donald trump  the other candidates  what about me,43
1362,JKahalaChrupalyk,who is this lady   she is terribly lacking information   who prepares these debates,0
1363,JOEC,it is very apparent here trump is a sore looser uses others to suit his purposes evades and deflects and is a common liar joe biden is true to his word about protecting america but knowing trump he will get his millionaire friends like governor jim justice senator capito and patrick morrisey to lie and play mind games with west virginia elections   like he does live in an alternate fox news land of his own making i guess here rudy is true to being a new york lying lawyer too trump please behave and quit attacking bidens family when he does not attack yours,0
1364,JRazzi,the moderator did a wonderful job,0
1365,JRedd,orange man just mumbled and lied his way throughout the debate  fact checkers will have a field day debunking the lies spewed by this          with tiny little,0
1366,JT,2 04 24   biden  onto stage  straight to podium with a polite  brief bow to opponent   to mod audience trump  onto stage standing there  pausing   basking in the attention  narcissism in full bloom  brief acknowledgement to mod  looks over at opponent  no bow  not offering a greeting until he s at his podium  neither candidate s worth a pinch of crap   not the orange one accused of raping an underage girl  not the hair sniffer   but damned if i don t find trumps arrogant  downright sociopathic demeanor rather grating  wondering how this  second   final debate  will fare,20
1367,JW,the lefties use all media to try to influence your vote  the lefties want you to do as the lefties want  you have to follow the dogma and ideology of the lefties  else it will be  war  and then you are a racist and will be cancelled   the lefties use their self fulfilling prophecy bombarded in the media on you   in the hope you will be affected by this power and do not forget the lefties start their mediawar with hillary clinton s  denial of donald j  trump s victory over her   in the near future we will find out how rotten this mediawar is and was against president donald j  trump  the lefties will even burn the earth to get rid off donald j  trump  but h  biden  will be the start of the next victory of donald j  trump or as i like to say and i have said it a lot  i trump   h leads to triumph   bless all trumpers  amen               trump democracy  justice  american agent  biden evil and corrupt  ccp agent             trump2020                                                                                                                                                                                                                                                                                                                                            i don  t like joe what he said obama is a thug let  s vote for trump joe is not a good person he just care about himself not the poor people watched it trump still coherently can never tell the truth he always tells lies as usual the healthcare system is still in a total mess biden will to the true leader to take over this mess,5
1368,JWilliams,ya z,1
1369,JYK,no cheers or boo s     i thought the debates were for the people,1
1370,JaamKart,joe biden is winner  is the plan,0
1371,JackDaniels,if senile biden wins america will be in a big depression as all the democrats know is how to create more debt  wars  thievery and political hustling like bidem s son,1
1372,JackJohns,if we americans communicated based on facts instead of opinions  sound bites and unfounded accusations we could really get a lot done,0
1373,JackPeterson,trump 2020,2
