	youtube_id	comment	like_num
75	ALPHAOMEGA	important topics cut short not fully informing america rigged for joey	0
76	AM	what a moron	0
77	AMBULANCEMAN	get ready for thousands and thousands of illeagle s comiong to america  thanks joe   raise my taxes please so i can pay for them	47
78	AMERICAFIRST	i am very happy trump s sure victory in these debate	0
79	AMIESMITH	it was a wicked act not a mistake  a purposeful act  putting black young men in jail  on immigration  trump must have said obama s admin deported more folks in the history of america than any other admin  in the history of the us america  a lot of folks are clueless about this info  for the records  most weren t criminals  but a guy said that so i must clarify  biden said they ll give people citizenship blah  blah  blah  obama promised that first term and never did  the hispanic weren t pleased that he didn t fulfill his promise as a result  when he met with them  requesting their votes  second term  he couldn t respond  because his hand was held under water  under their admin  that was a broken promise  congress declined my request they ll say but why do you have veto power  no excuses  promise made  promise unkept  why trust them again  if he wins  it ll be obama s 3rd term  he directs biden as to what to do like a trojan horse  no way josea  no biden  under trump admin  promises made  promises kept  trump did 30 things under his admin  in less than 3 years than what they accomplished under 8 years  i wish he went down the list quickly  i have it  was blown away  and have been conveying it  people must trust built record and accomplishments rather than wannabe do s in the mere future  i trust what i see firsthand  not promises to be fulfilled  he was in congress 47 years and should ve assisted obama to do more under 8 years but what did he do  they handed over a good economy  can t take that away from them and trump held on  progressing in that momentum  till china left the door ajar on the world  that s evil personified  why did they not let it go to the other parts of china  they should be brought before the tribunal  again  as it pertains to the china virus  nobody will have been able to control it  once china left the door opened  some of the people that caught it  had left the country and continued to spread it  trump admin  biden says should ve closed one week earlier but then when they did  biden opposed it and stated he was a xenophobic  racist  see the hypocrisy  that s for votes to be taken away from trump  pelosi was dancing in chinatown but now another hypocrite  who didn t have her mask on at the salon  the salon turned her in  how about that  kamala says look at what they brought on us  this current admin didn t  you refuse to hold china accountable but say they brought this on us  that s a lie right there  in order to garner votes  i won t trust them  tulsi gabbard did a tremendous job  opening up her record  she said she ll be a prosecuting president  tulsi said  i m deeply concerned about that  let her record be the proven fact  as a prosecutor  she extended the stay of people  gave them hard labor  placed folks in jail for smoking marijuana but when she was asked  she laughed about it  go figure  she poured cold water on her and she froze  vote red  r remove  e every  d democrat  remove every democrat  remove every dem at a time  drain that swamp mr president  last but not the least  vote for the senators  and house of representatives  they re equally imperative  that s congress  they re the determining factors over everything that passes  it was due to the dem occupying the house of representatives  with the majority  that led them to impeach trump over what wasn t impeachable  just because they demanded his removal  the first day he won the election  had they controlled the senate  they would ve legislated and executed his impeachment  but it was crushed like a tomato  due to the republicans controlled house  being in the majority and the majority carries the vote	1
80	AMNoyman	biden said he did not take money from china  technically he s correct because the email said to hold 10  for the big guy  it s being held for him  he hasn t taken it yet	0
81	AMills	trump cleaned the floor with biden  why can t the democrats find any decent candidates	449
82	AP	the best part is when biden said  he never opposed fracking and trump literally goes ight and exposes him on twitter yooo	139
83	APOCXELITE0	anyone not from america  is this not like a comedy special  i can t believe a country is run in this way  america has fallen so far	2
84	AR	i bet some people will vote for that douchebag biden  just because they hate trump	1
85	AR1271MASTIFFS	pinoccio joe and the socialist side show	0
86	ARISTEOESCOBAR	vote for tour sake and not the world    maga   ok	0
87	ARTHURBELL	trump is truthful and honestly hard working to build the country and improve the living standard of the american people	35
88	ARTluckymoneymagnet	500 kids without parents god won t forgive trump	0
89	ARivera	did anyone see the video of tony bobulinski  can t wait to find out what s on those 3 phones  i hope tony gets some kind of protection	0
90	ASenseofPrideandAccomplishment	why didnt they mute biden1 34 43 start	1
91	ATech	seems to me every time the stock market crashes everyone has a shitty life     did he say that his daughter makes  300k a year while going to college  last i checked  it doesn t matter how much you make  and if you get rolled  you probably better keep your hands on the wheel and mind your p s   q s	0
92	ATreeofNight	good job  don	1
93	AUSTINVERACRUZPlata	biden care    lol   trump 2020   the usa cannot afford biden   character    lol   joey magoo biden	0
94	AVANATIANPHILIPSON	god plan with you mr tramp god bless you america great	0
95	AVVa	may god almighty blesses donald trump and his team   in the mighty jesus christ name	43
96	AY	trump president 2020                     god bless him and  all people in usa thank you	1
97	AZGaming	can we talk about how biden called abraham lincoln the most racist president in modern history	0
98	AZone	trump totally won that debate   trump 2020 biden is so corrupt	2
99	AZsportshut	56 26     trump  so are we going to interrupt now     too easy	1
100	AaT	trump won this debate tonight	1
101	AarBar	joe is a level 83 ninja at not offering up policy or solutions when asked a question  on the very first question he did nothing but slam the president for 1 55 and then spends 5 seconds saying he would end it without any information on how that might come to be 2 33 00 did you ever notice joe projects with every answer literally doing the very thing he s about to accuse someone of 2 20 30 was that an obama diss   what a snake  2 13 15 i wondered when joe would start scolding his intended audience    you don t seriously want this guy in charge of you do you  1 43 47 they know hunter too but i digress	5
102	Aaron	i dont look at these states as blue or red states  they are the united states  but the states with the highest spikes are the red states     bruh what	0
103	AaronBarlow	sorry  regardless of what side of the isle you are on  full on saying you are not going to help states because they are democratic is just horrible  the people matter  not their politics	0
104	AaronC	joe biden is a crooked criminal and communist  after what he and his criminal family has done to the country  can t believe this guy is running for the president of the usa  may god bless america	0
105	AaronDeLaughter	trump 2020	1
106	AaronJoyPrabhuMusicSpirituality	biden said we d pass the point of no return on climate change in 8 10 years  this is such a crock of       i mean  aoc said we only have 12 years left  so  is he now invalidating aoc  who was supported by top scientists  or  was that always bunk  ha  come on   is that joe s catchphrase	2
107	AaronMiller	50 20 biden admins to hunter	1
108	AaronSteele	don t u think during a martial law style government shut down where people are protesting the military police state having the military give force or mandate vaccinations sends the wrong message to people  a virus is released  you don t know what it is  everyone is told to blames china foreign relations are affected because of this chinese goods are losing value and demand because of this no one has a comprehensive solution  people wanna live their lives and go outside  people feel as tho the government whether it s in their best interest or not are cohercing them to stay indoors more government control is not the answer  joe biden doesn t prove points he just says c mon c mon man it s worse then when people say  you know what i mean   and u have no idea what they mean	0
109	Aaronnad	that beachhhhh won t stop interupting when trump s making a point     but shuts her mouth when biden is singing cliche fake politician promise songs    pointing and looking into the camera	0
110	AaronyosefShapiro	it s funny how they think they are able to control it look at the world every one got it god is controlling it not them obviously they tryed there best	0
111	AbbyAbbys	this is gonna bury trump 2 23 38  your answer can t be  good	0
112	AbbyPlays	well they just look like little kids fighting and now that they have rules i don t like and we are the ones voting and we booooo to lets you know you are going to loose	2
113	AbbyStratmann	biden just said  they will pay a price if i m president    smh biden says the  middle class families are hurting   and yet he wants to raise taxes      this is hard to watch	1
114	AbdulQayyum	wao what an intelligent girl	0
115	Abdullatif	if biden gets elected the stock market will crash	41
116	AbelH	trump 2020    joe lies to the american trump fight for use  who will you trust     trump 2020  joe      stop your lies	15
117	AbhayAjoodha	why can t america have a  centrists party   biden will win    i don t like it but i have a feeling he will	0
118	Abigayle	some of those children are probably being trafficked   face it joe	0
119	AbrahamGraham	2 34 43  we have another moderator saving biden s career	20
120	AbrahamSamuel	tell vladimir i will have more leniency after my election    obama  very old tactic of the dems  blame the other party for your own wrong doings	10
121	Abram	kanye 2020	0
122	AbramReimer	ya biden just kept you f mask on your mouthbiden is not even knowing what he s talking about  trump 2020	4
123	AbsAbs	you can easily tell biden isn t functioning  he s made in china	83
124	AbuKhing	cut and watched only president trump s talks coz biden didnt  doesn t and will never make sense in his talks    and by the way   little better than the first presidential debate moderator but this lady moderator also gets quite biased which should not happen    advance congratulations to president trump    america is blessed beyond measure because of this man    americans should be so grateful for this man s life	0
125	AcadiaFletcher	who built the cages	2
126	Accelerationist	trump won	1
127	AceSeth	i take full responsibility  its not my fault   1984 called  it wants its doublethink back	4
128	ActivationCodes	deeeeestrooooyed biden	4
129	ActonDon		0
130	AdamAant	biden directly involved in the dragging down of ukraine and the overthrow of a democratically elected president of ukraine  this causing instability in ukraine  spiking corruption  losing an already ruined crimea  and putting millions of ukrainans further into poverty	0
131	AdamAlii	this is the funniest presidential debate i ve ever watched but also most confusing as well	0
132	AdamB	joe biden was firm and faithful than donald trump	3
133	AdamCinelli	biden want to set the country on a path spending many many trillions of dollars to combat climate change using outdated technology  the key is not combating climate change because that is out of human scope and would probably do more harm than good  they key is to develope and use cutting edge tech to become carbon zero  not by investing trillions buldozing buildings and rebuilding with small windows etc but by speeding pathways to lower impact energy  biden is living in the 1940 50s he has no idea about industry and the path forward  joe just promised america that he never recieved 1 cent from any country because of his position as vp        lets see how that goes   trump talks substance  biden everything is unsubstancial	0
134	AdamCuneo	joe biden s brain is big enough to tell lies  but it s to small to tell the truth	0
135	AdamHart	joey the elephant packed his trunk and trundled back to the basement  off he went with a trumpety trump trump trump trump  such bad acting from joe over the cages  the host fed him the number then he just milked it	0
136	AdamJ	wow trump lost big time he keeps interrupting biden  why is trump such a weak snowflake	0
137	AdamSchroering	i don t see red states or blues states but red states covid cases has spiked    biden and for u there sitting around your kitchen table    wondering how i m going to win  well vote for me for senate or you ain t black	76
138	AdamShelledy	he s being soft on china and insults mr trump for being to hard on them  and who is it again that is being paid from china  i am so sick of hearing joe talk about saving 2000000 lives when he is ok with twice as many baby s being killed everyday  joe you are sick  you are interfering with sovereignty  you dems can t ever say anything about protecting this country all you talk about is taking out our military	0
139	AdamW	about time there was a moderator that treated both of them fairly      took the debate commission long enough to get it right	0
140	AdderleyDonReno	that woman  is surporting trump  against mr biden  she should be fired  trump was given dubble time   and she cut mr biden evry time  she is a demon spirit ftom hell	0
141	AddiePayne	sleepy  joe it s not nice to point you re finger	0
142	AdeAye	trump is a moron  yo   he has no idea what he s talking about or how anything happens	0
143	AdedejiAdesanya	finally someone asking biden some decent question   not the toughest questions  but still decent  and alas he twitching	0
144	Adelante077	the only way biden will be president is at a care home	0
145	AdeleRoseMairaSheridan	the debates commission is totally biased against republican moderators  for the last 16 years all state debates or presidential debates have been done by registered democrats only  even in republican debates   ermmm    red flag  it shows clear bias  presidential and state debates all have three debates before their elections  to make things fair   legitimate each one of every single debate state or presidential should have  1st debate   democrat  or republican 2nd debate   republican or democrat  never same as 1st   3rd debate   independent moderator  to help those still undecided voters  this keeps things equal  fair   legitimate  this is not about 1 party s voice this is about all parties voices being heard equally	0
146	AdenPahn	i dont know if this debate will make any impact  but trump killed him  he was authentic  biden repeated mantra he was drilled to memorize over and over again  it was like listening to a human being versus a protocol droid	0
147	Adhanda	biden s daughter alleges sexual abuse     infowars   bye bye biden	0
148	Admiralty86	get fukn real  america s not gonna do this again	0
149	Adrian	trump is giving pragmatic answers while joe seems to dwell on emotional political bs    c mon man	0
150	AdrianCalderon	mr biden is a good man  and good men don t win in this world lol  trump 2020   can t beat em join em	0
151	AdrianMercuri	b b b b b b biden    what a fraud	1
152	AdrienneRedding	great moderator  equal   fair to both parties speaking    biden is corrupt and trump is selfless for the american people  confused  tim pool will break it down for you  timcast	1
153	Aequitas	i can still tell the moderator is being biased toward trump  every time trump wants to make a point  she cuts him off  yet she lets biden talk freely with no interruption  unfair	3
154	AesculusPavia	one of hunter biden s business partners is  whitey  bulgers nephew   pinocchio joe is corrupt to the core  trump   pence 2020	0
155	AfAlam	great scholars love our kids and babies	0
156	AftonDriedger	joe biden spent a week hidden away preparing for this debate  and this was the result  yikes in the  2020 united states presidential election  article on wikipedia  it actually says that biden is widely considered the winner of the debate  read any article about president trump  his campaigns  his presidency  anything  it s all written from a leftist perspective  someone with time and brains should correct what will eventually be the historical record for lazy and or mildly curious people	0
157	Ag12020601	the big guy in the white house is known to the fre world as the elected president of the united states of america whereas the big guy in his bunker is joe biden the most corrupt politician in the free world	0
158	AgnieszkaJaworska	silly biden like kamala   laughing when is nothing to laugh at every moment like that indicates when he liesgo away silly biden	1
159	AhmedElGharbawy	if i were american  i would vote for trump  he is a man of actions and accomplishments  not empty words and cliches	0
160	AidaLuisa	federal funding for rehab that he would steal for him and his son hunter	0
161	AilsaNi	states	0
162	AilynRivera	trump destroys biden     vote trump 2020    i see a red wave	1
163	Aint1S	1 24 44  creepy uncle joe s drivers ed for every citizen  not just people with pigmentation    sponsored by alphabet soup  those eyes when he got mush mouth    this moderator was the bees knees  well done  she allowed them both to answer and then duke it out without losing control of the topics that they re to be debating  chris wallace  i liked the  match  but this woman made you look like one of those for owners who don t have any control over things	0
164	AinzOoalGown	these first responders  we all clap for as they come down the street  because they ve allowed us to make it  what is happening  they deserve a minimum wage of fifteen dollars  anything below that puts you below the poverty level  and there is no evidence that when you raise minimum wage  businesses go out of business    biden 2020  so  first responders deserve minimum wage  or do people working for less than  15 hr just get to live in poverty	0
165	Airborne101Pathfinder	where s hunter	8
166	AishaM	americans don t panic  lol	49
167	AisoliMakerusa	and the lady asking questions is on drugs   look straight to her eyes president trump already show his works   the last 4 years no need to go through this debate  if you vote for sleeping biden american will become chicken again to foreign countries	1
168	AizenSama	creepy joe tries not to smile and laugh anymore because he knows he s getting caught in a lie  also they shut trump s microphone off while he spoke smh	1
169	Akbar	we cant lock ourselves up in a basement like joe    classic trump	1
170	AkiraAguilera	i wish trump would have brought up biden s past comment about not wanting his kids to grow up in a  racial jungle	0
171	AkuoSanchu	easy win  god bless president trump n god bless america  love from a small town kohima	0
172	AkwardTurtle	i really liked that last question  also kudos to the moderator  i think she did a very good job  overall  i think this was a very good debate  not just because trump clearly won	0
173	Al	biden struggles too much to find the words he wants to say   it doesn t give one a warm  fuzzy feeling thinking that he could be running the country one day  oh  that s right it the harris biden ticket so kamala would actually be in charge  explain to me why all taxpayers should be bailing out poorly run democrat municipalities and states  funny how the scientists said in 1973 that we were going to run completely out of crude oil within 20 years and here we are burning record numbers of barrels of crude oil with no real end of the supply in sight  except the artificial shortages caused by reducing production  no one even mentions depleting the source anymore  so why should i believe what they are saying about  global warming   there has been a lot of businesses closing their doors because they couldn t afford to pay the artificial wage increases caused by raising the minimum wage  raising the minimum wage has a snowball effect  employers who are forced to pay even more for their laborers  raise their prices accordingly so they can maintain a level of profit that allows them to stay in business and afford the way of life they ve been accustomed to   often  the owners of the businesses  especially the mom and pop places  are barely scraping by themselves  most of their profits are put back into the business  i ve known plenty of business owners who have had to transfer their own funds from the bank account to the business account just so they can make payroll for their employees and pay their vendors for the goods which allow them to stay in business  and yes  it works that way  some make huge profits and then  later  have to return those profits to the business in order to keep it afloat  traffic stops were a bit different when his daughter was growing up  but a father who didn t tell his children how to behave during a traffic stop is a poor father   i was in the military and there were times we  my shipmates and i  had to enter a military base while on a bus  marines  fully armed  would come out and search the under carriage with mirrors and bomb dogs while more marines stood behind a two way mirror with their firearms at the ready   we sat still  talked only when spoken to  and kept our hands fully visible  if asked for ids  we provided them  no questions asked  to this day  i sit still  talk only when spoken to  and keep my hands visible when stopped by law enforcement   in fact  when i m approaching a drug or alcohol enforcement checkpoint at night  i turn on the interior lights of my vehicle so the officers can see clearly into my vehicle and i remove my driver license from my wallet and pull the registration from the glovebox before i approach them  families living near refineries are more likely to be minorities    i lived in the permian basin in west texas for a number of months in 1980   we all lived near the oil refineries  a lot of people were making a very good living working for the oil company  many homes were within feet of working oil pumps   my mother visited me  she said you could smell the oil in the air and it couldn t be good for you  this affected all of the citizens of the area  not just minorities   no one lost their private insurance  according to joe  no  just those who worked for employers whose plans did not meet the requirements for coverage as outlined by the affordable care act   the employers couldn t afford the required changes to their policies so they dropped company plans and told their employees to apply for coverage through the clearinghouse   in many instances  there was only one insurance company providing policies through the clearinghouse  often being only blue cross blue shield   how was this fair to the american public  and then  penalizing individuals who  for one reason or another  couldn t afford insurance premiums but made too much money to qualify for medicaid  was ridiculous   it wasn t just the individual   if a taxpayer had a family member who qualified as a dependent member of the household  the individual was penalized again if that dependent member of the household wasn t covered by insurance  the whole aca was unconstitutional  period   not going to jail  for  cocaine   sounds like joe is more concerned about his own son more than the actual drug problem in this country and helping people kick their bad habits	81
174	AlG	b  i  d e n	0
175	AlMacias	all the immigrants they come and work here they make money they know the taxes they take away from their checks the government keeps it what the f    is he talking about they don t claim taxes f    you trump because you are the president right now stupid if he becomes the president then he has the power to do the same s    dumb dumbf    trump he didn t do it because he was in president stupid trump he didn t do that for years ago because he was in president stupid trump he s not going to do it he decided not to do business with china but he still had made millions in that account okay trump whatever you say is trump going to answer the question or keep snitching on joe joe biden never said he will not protect all citizens and sick people why does trump keeps being negative insane weird s    nobody sees this you re a bunch of karen s so what did joe leaves really good you re the one stealing and dealing and making the right moves for your benefit stupid trump not for the citizens in america  so what if their kids are getting rich you did the same thing you try to milk the cow bro f    you trump stupid trump ran not because of joe he ran because he wants to have more money and not go to jail that is right joe cuz i got pulled over and they told me look how you look and i was like what the f    that means and he said you are one of those and i still to this point i don t understand that that s right joe i m one of those middle class families sometimes i have to choose between my tires or my kids eat that s so stupid it sounds like trump is talking about like if it was his best friend and he wasn t going to do that to him stupid keep enemies closer than friends this is how stupid it sounds i paid millions of dollars that taxes before the taxes don t f    then you doing something wrong and you know it that s why you put money in front like a drug deal this is my last message why do people still believe on the b      that trump says i don t get it they might be karen s trump is stupid cuz they didn t ask what are you doing with the corona why would you do in the future with corona trump just said i lied the cleanest air we are burning we have to wear masks just because of the quality of the air in california not just because of the coronavirus but because of the air quality trump is a liar who gives a f    what you went through everybody goes through s    dumb trump why does trump thinks by moving his hands it seems smarter f     idiot why trump always talks about money trump is stupid he don t even know what the f    he s saying yes joe they did separate their children with their mothers trump is f     stupid nobody comes alone especially a kid yes joe  you go you could not prepaid taxes that sounds hella dumb you going to give money away until you see if you owe stupid f    you go joe f    russia	0
176	AlP	10 minutes in  the gentleman says the most important statement of the night   thank you god   god bless america	5
177	AlRod	trump 2020 baby	0
178	AlSilva	again she let him go are you kidding me he still moving the mouth and she has done nothing she needs to just get out of the moderator chair she is just as bad as wallace shut the damned mic off on trump when he keeps impeding already still she does not shut down the mic on trump what a joke this is	2
179	AlanAlanis	actually the states with higher rates of corona are democratic states  particularly  those where  there has been   rioting and manifestations	1
180	AlanBradwell	i hate saying this because i m not for neither of these guys but if it really came down to it  i d vote trump in again  we all know  without doubt that biden is just another new world order creep	0
181	AlanEnviron	politician who was in power for 47 years  made millions for his family and is complicit in wars that killed thousands of innocent civilians  on the other side is the best potus in history of usa  who made millions of americans better of and who didn t start a single war  over his 4 years in the white house  unlike any other president in american recent history	0
182	AlanFord	joe clean up the climate biden  and people will still vote for this fool	0
183	AlanFujinami	the debate commission is non partisan  it looked awfully left leaning to be non partisan  or is non partisan a new term for anti trump	11
184	AlanHunt	i dont divide states blue and red but red has more infections  lol	0
185	AlanMiell	take a bribe biden  trump 2020 biden not taken a penny from any country  biggest lie of the night	9
186	AlanSimmons	man   joe is an evil angry man  don t need him leading the country	0
187	AlanWong	this moderate is disgraceful	1
188	AlanaHenderson	biden is a pathological liar	0
189	AlannaRichards	trump 2020	0
190	AlbaCajado	trump smashed this one  biden very evasive	2
191	AlbertChan	i am terribly sorry  but biden is just toooooooo old for the job   he should retire and enjoy the rest of his life with his family	4
192	AlbertChapman	trump is still a clown but do his job and know how to do it   biden is just a clown	0
193	AlbertCountryman	fox news u guys need to talk too some of my people on the reservation i m native american alot of us are voting for president trump we support our president   our people never get recognized by news or by people it s time for some to speak bout our people and give us  recognition we support president trump all the way	1
194	AlbertFerrara	biden did not say what he would do about covid  no plan  i watched a video wednesday 10 21 20   35 thousand doctors around the world signed a petition stating closing down is the worst thing to do  need to quarantine high risk older people and people that get sick	170
195	AlbertMay	fox news has joined the fake news for a while watch newsmax and oan instead  they are great	0
196	AlbertNothnagel	fact checkers  both trump and biden lie but trump takes it to a new level  i love how melanoma yanked her hand away from trumpy on camera like she has so many times  she knows him better than anyone  trump has lost this election  he would have lost the first election if they were fair  he lost by almost 3 million votes  trump lost again  lol	1
197	AlbieTheKIWICocker	good to see fox deleting comments as per usual	1
198	AlbinMorisse	al over the world we hold are breath and hope to al thats holy  that trump win and big  im a swedish citizen in sweden  but we also need trump  and to al in usa  dont leave the free market  dont go down the bad road of socialism  its a long story  but i could give you menny exampels of sweden and wy not to do that   sorry fore my english	0
199	Alciel	why is she constantly interrupting trump and asking him questions of her own  she should shut up and not interfere when unnecessary because this is between trump and biden	0
